file_id,file_keyword,importance_score,importance_label
F00998,overdue,6,Medium
F00999,outstanding,4,Medium
F01000,paid,6,Medium
F01001,unpaid,1,Low
F01002,refund,1,Low
F01003,rupee,3,Low
F01004,dollar,7,Medium
F01005,amount,8,High
F01006,total,3,Low
F01007,subtotal,9,High
F01008,grand total,9,High
F01009,invoice,1,Low
F01010,receipt,8,High
F01011,bill,10,High
F01012,payment,2,Low
F01013,salary,5,Medium
F01014,payroll,10,High
F01015,wage,9,High
F01016,bank,10,High
F01017,account,1,Low
F01018,account number,2,Low
F01019,acct no,2,Low
F01020,ifsc,3,Low
F01021,swift,9,High
F01022,iban,6,Medium
F01023,transaction,2,Low
F01024,statement,7,Medium
F01025,balance,3,Low
F01026,tax,8,High
F01027,gst,5,Medium
F01028,vat,8,High
F01029,income tax,10,High
F01030,pan,10,High
F01031,tds,7,Medium
F01032,audit,3,Low
F01033,budget,5,Medium
F01034,loan,10,High
F01035,emi,10,High
F01036,mortgage,8,High
F01037,credit,4,Medium
F01038,debit,4,Medium
F01039,withdrawal,1,Low
F01040,deposit,5,Medium
F01041,cheque,1,Low
F01042,check,8,High
F01043,wire transfer,5,Medium
F01044,net banking,2,Low
F01045,upi,6,Medium
F01046,neft,8,High
F01047,rtgs,1,Low
F01048,micr,1,Low
F01049,routing number,7,Medium
F01050,financial statement,5,Medium
F01051,profit and loss,4,Medium
F01052,p&l,6,Medium
F01053,balance sheet,1,Low
F01054,revenue,3,Low
F01055,expense,1,Low
F01056,remittance,2,Low
F01057,fund transfer,6,Medium
F01058,payee,3,Low
F01059,payer,10,High
F01060,due date,1,Low
F01061,overdue,8,High
F01062,outstanding,6,Medium
F01063,paid,10,High
F01064,unpaid,7,Medium
F01065,refund,2,Low
F01066,rupee,2,Low
F01067,dollar,8,High
F01068,amount,8,High
F01069,total,8,High
F01070,subtotal,2,Low
F01071,grand total,10,High
F01072,invoice,4,Medium
F01073,receipt,6,Medium
F01074,bill,6,Medium
F01075,payment,7,Medium
F01076,salary,6,Medium
F01077,payroll,10,High
F01078,wage,1,Low
F01079,bank,6,Medium
F01080,account,8,High
F01081,account number,10,High
F01082,acct no,6,Medium
F01083,ifsc,10,High
F01084,swift,1,Low
F01085,iban,2,Low
F01086,transaction,10,High
F01087,statement,9,High
F01088,balance,3,Low
F01089,tax,10,High
F01090,gst,4,Medium
F01091,vat,7,Medium
F01092,income tax,2,Low
F01093,pan,10,High
F01094,tds,9,High
F01095,audit,3,Low
F01096,budget,1,Low
F01097,loan,5,Medium
F01098,emi,8,High
F01099,mortgage,2,Low
F01100,credit,2,Low
F01101,debit,10,High
F01102,withdrawal,4,Medium
F01103,deposit,2,Low
F01104,cheque,6,Medium
F01105,check,3,Low
F01106,wire transfer,2,Low
F01107,net banking,6,Medium
F01108,upi,4,Medium
F01109,neft,6,Medium
F01110,rtgs,8,High
F01111,micr,10,High
F01112,routing number,7,Medium
F01113,financial statement,2,Low
F01114,profit and loss,4,Medium
F01115,p&l,8,High
F01116,balance sheet,10,High
F01117,revenue,6,Medium
F01118,expense,2,Low
F01119,remittance,5,Medium
F01120,fund transfer,8,High
F01121,payee,3,Low
F01122,payer,9,High
F01123,due date,9,High
F01124,overdue,4,Medium
F01125,outstanding,3,Low
F01126,paid,2,Low
F01127,unpaid,4,Medium
F01128,refund,10,High
F01129,rupee,2,Low
F01130,dollar,8,High
F01131,amount,3,Low
F01132,total,1,Low
F01133,subtotal,3,Low
F01134,grand total,6,Medium
F01135,invoice,1,Low
F01136,receipt,4,Medium
F01137,bill,3,Low
F01138,payment,7,Medium
F01139,salary,4,Medium
F01140,payroll,2,Low
F01141,wage,5,Medium
F01142,bank,10,High
F01143,account,7,Medium
F01144,account number,5,Medium
F01145,acct no,9,High
F01146,ifsc,6,Medium
F01147,swift,6,Medium
F01148,iban,7,Medium
F01149,transaction,2,Low
F01150,statement,4,Medium
F01151,balance,3,Low
F01152,tax,7,Medium
F01153,gst,1,Low
F01154,vat,10,High
F01155,income tax,1,Low
F01156,pan,10,High
F01157,tds,8,High
F01158,audit,1,Low
F01159,budget,7,Medium
F01160,loan,5,Medium
F01161,emi,1,Low
F01162,mortgage,9,High
F01163,credit,8,High
F01164,debit,9,High
F01165,withdrawal,7,Medium
F01166,deposit,9,High
F01167,cheque,10,High
F01168,check,5,Medium
F01169,wire transfer,10,High
F01170,net banking,10,High
F01171,upi,5,Medium
F01172,neft,3,Low
F01173,rtgs,1,Low
F01174,micr,10,High
F01175,routing number,9,High
F01176,financial statement,6,Medium
F01177,profit and loss,2,Low
F01178,p&l,1,Low
F01179,balance sheet,3,Low
F01180,revenue,9,High
F01181,expense,4,Medium
F01182,remittance,8,High
F01183,fund transfer,6,Medium
F01184,payee,8,High
F01185,payer,2,Low
F01186,due date,1,Low
F01187,overdue,8,High
F01188,outstanding,9,High
F01189,paid,10,High
F01190,unpaid,1,Low
F01191,refund,3,Low
F01192,rupee,8,High
F01193,dollar,2,Low
F01194,amount,7,Medium
F01195,total,7,Medium
F01196,subtotal,10,High
F01197,grand total,7,Medium
F01198,invoice,6,Medium
F01199,receipt,7,Medium
F01200,bill,7,Medium
I00001,aadhar,10,High
I00002,aadhaar,3,Low
I00003,uid,3,Low
I00004,passport,3,Low
I00005,visa,8,High
I00006,voter id,10,High
I00007,driving licence,4,Medium
I00008,driver license,8,High
I00009,dl no,8,High
I00010,license number,6,Medium
I00011,dob,5,Medium
I00012,date of birth,9,High
I00013,address,6,Medium
I00014,phone number,4,Medium
I00015,mobile number,1,Low
I00016,contact number,1,Low
I00017,telephone,2,Low
I00018,email,3,Low
I00019,e-mail,2,Low
I00020,signature,1,Low
I00021,photo id,2,Low
I00022,identity proof,8,High
I00023,id proof,3,Low
I00024,national id,8,High
I00025,social security,6,Medium
I00026,ssn,3,Low
I00027,personal information,6,Medium
I00028,father's name,3,Low
I00029,mother's name,3,Low
I00030,spouse,9,High
I00031,marital status,2,Low
I00032,nationality,2,Low
I00033,citizenship,8,High
I00034,resident,9,High
I00035,domicile,1,Low
I00036,gender,10,High
I00037,emergency contact,2,Low
I00038,next of kin,3,Low
I00039,blood group,7,Medium
I00040,biometric,9,High
I00041,aadhar,3,Low
I00042,aadhaar,8,High
I00043,uid,7,Medium
I00044,passport,2,Low
I00045,visa,7,Medium
I00046,voter id,9,High
I00047,driving licence,5,Medium
I00048,driver license,6,Medium
I00049,dl no,7,Medium
I00050,license number,1,Low
I00051,dob,3,Low
I00052,date of birth,1,Low
I00053,address,3,Low
I00054,phone number,1,Low
I00055,mobile number,3,Low
I00056,contact number,1,Low
I00057,telephone,9,High
I00058,email,7,Medium
I00059,e-mail,9,High
I00060,signature,3,Low
I00061,photo id,8,High
I00062,identity proof,5,Medium
I00063,id proof,9,High
I00064,national id,1,Low
I00065,social security,3,Low
I00066,ssn,4,Medium
I00067,personal information,3,Low
I00068,father's name,5,Medium
I00069,mother's name,7,Medium
I00070,spouse,4,Medium
I00071,marital status,4,Medium
I00072,nationality,4,Medium
I00073,citizenship,3,Low
I00074,resident,3,Low
I00075,domicile,1,Low
I00076,gender,10,High
I00077,emergency contact,6,Medium
I00078,next of kin,8,High
I00079,blood group,8,High
I00080,biometric,4,Medium
I00081,aadhar,1,Low
I00082,aadhaar,2,Low
I00083,uid,6,Medium
I00084,passport,3,Low
I00085,visa,10,High
I00086,voter id,7,Medium
I00087,driving licence,1,Low
I00088,driver license,9,High
I00089,dl no,7,Medium
I00090,license number,8,High
I00091,dob,3,Low
I00092,date of birth,10,High
I00093,address,8,High
I00094,phone number,9,High
I00095,mobile number,3,Low
I00096,contact number,3,Low
I00097,telephone,1,Low
I00098,email,8,High
I00099,e-mail,9,High
I00100,signature,1,Low
I00101,photo id,1,Low
I00102,identity proof,2,Low
I00103,id proof,5,Medium
I00104,national id,10,High
I00105,social security,10,High
I00106,ssn,6,Medium
I00107,personal information,8,High
I00108,father's name,5,Medium
I00109,mother's name,4,Medium
I00110,spouse,7,Medium
I00111,marital status,7,Medium
I00112,nationality,1,Low
I00113,citizenship,8,High
I00114,resident,7,Medium
I00115,domicile,1,Low
I00116,gender,3,Low
I00117,emergency contact,9,High
I00118,next of kin,10,High
I00119,blood group,4,Medium
I00120,biometric,1,Low
I00121,aadhar,9,High
I00122,aadhaar,1,Low
I00123,uid,5,Medium
I00124,passport,9,High
I00125,visa,3,Low
I00126,voter id,1,Low
I00127,driving licence,8,High
I00128,driver license,8,High
I00129,dl no,7,Medium
I00130,license number,5,Medium
I00131,dob,3,Low
I00132,date of birth,9,High
I00133,address,4,Medium
I00134,phone number,5,Medium
I00135,mobile number,9,High
I00136,contact number,6,Medium
I00137,telephone,3,Low
I00138,email,10,High
I00139,e-mail,10,High
I00140,signature,5,Medium
I00141,photo id,10,High
I00142,identity proof,7,Medium
I00143,id proof,3,Low
I00144,national id,8,High
I00145,social security,6,Medium
I00146,ssn,9,High
I00147,personal information,4,Medium
I00148,father's name,6,Medium
I00149,mother's name,10,High
I00150,spouse,10,High
I00151,marital status,4,Medium
I00152,nationality,2,Low
I00153,citizenship,5,Medium
I00154,resident,4,Medium
I00155,domicile,10,High
I00156,gender,9,High
I00157,emergency contact,8,High
I00158,next of kin,5,Medium
I00159,blood group,5,Medium
I00160,biometric,7,Medium
I00161,aadhar,8,High
I00162,aadhaar,4,Medium
I00163,uid,2,Low
I00164,passport,7,Medium
I00165,visa,1,Low
I00166,voter id,1,Low
I00167,driving licence,8,High
I00168,driver license,10,High
I00169,dl no,2,Low
I00170,license number,7,Medium
I00171,dob,3,Low
I00172,date of birth,8,High
I00173,address,4,Medium
I00174,phone number,4,Medium
I00175,mobile number,2,Low
I00176,contact number,2,Low
I00177,telephone,5,Medium
I00178,email,9,High
I00179,e-mail,5,Medium
I00180,signature,4,Medium
I00181,photo id,9,High
I00182,identity proof,3,Low
I00183,id proof,8,High
I00184,national id,3,Low
I00185,social security,4,Medium
I00186,ssn,10,High
I00187,personal information,10,High
I00188,father's name,10,High
I00189,mother's name,9,High
I00190,spouse,2,Low
I00191,marital status,7,Medium
I00192,nationality,9,High
I00193,citizenship,6,Medium
I00194,resident,1,Low
I00195,domicile,8,High
I00196,gender,2,Low
I00197,emergency contact,4,Medium
I00198,next of kin,7,Medium
I00199,blood group,7,Medium
I00200,biometric,6,Medium
I00201,aadhar,1,Low
I00202,aadhaar,5,Medium
I00203,uid,3,Low
I00204,passport,9,High
I00205,visa,4,Medium
I00206,voter id,6,Medium
I00207,driving licence,7,Medium
I00208,driver license,8,High
I00209,dl no,3,Low
I00210,license number,5,Medium
I00211,dob,2,Low
I00212,date of birth,7,Medium
I00213,address,6,Medium
I00214,phone number,7,Medium
I00215,mobile number,7,Medium
I00216,contact number,1,Low
I00217,telephone,5,Medium
I00218,email,3,Low
I00219,e-mail,2,Low
I00220,signature,2,Low
I00221,photo id,8,High
I00222,identity proof,3,Low
I00223,id proof,3,Low
I00224,national id,10,High
I00225,social security,8,High
I00226,ssn,6,Medium
I00227,personal information,7,Medium
I00228,father's name,7,Medium
I00229,mother's name,1,Low
I00230,spouse,8,High
I00231,marital status,1,Low
I00232,nationality,8,High
I00233,citizenship,7,Medium
I00234,resident,10,High
I00235,domicile,2,Low
I00236,gender,9,High
I00237,emergency contact,4,Medium
I00238,next of kin,9,High
I00239,blood group,4,Medium
I00240,biometric,9,High
I00241,aadhar,5,Medium
I00242,aadhaar,1,Low
I00243,uid,3,Low
I00244,passport,3,Low
I00245,visa,10,High
I00246,voter id,4,Medium
I00247,driving licence,1,Low
I00248,driver license,1,Low
I00249,dl no,8,High
I00250,license number,5,Medium
I00251,dob,1,Low
I00252,date of birth,5,Medium
I00253,address,3,Low
I00254,phone number,2,Low
I00255,mobile number,2,Low
I00256,contact number,2,Low
I00257,telephone,5,Medium
I00258,email,6,Medium
I00259,e-mail,7,Medium
I00260,signature,10,High
I00261,photo id,9,High
I00262,identity proof,5,Medium
I00263,id proof,4,Medium
I00264,national id,3,Low
I00265,social security,9,High
I00266,ssn,1,Low
I00267,personal information,1,Low
I00268,father's name,4,Medium
I00269,mother's name,7,Medium
I00270,spouse,6,Medium
I00271,marital status,2,Low
I00272,nationality,5,Medium
I00273,citizenship,8,High
I00274,resident,5,Medium
I00275,domicile,10,High
I00276,gender,10,High
I00277,emergency contact,1,Low
I00278,next of kin,3,Low
I00279,blood group,9,High
I00280,biometric,10,High
I00281,aadhar,9,High
I00282,aadhaar,8,High
I00283,uid,4,Medium
I00284,passport,9,High
I00285,visa,10,High
I00286,voter id,3,Low
I00287,driving licence,7,Medium
I00288,driver license,5,Medium
I00289,dl no,2,Low
I00290,license number,5,Medium
I00291,dob,10,High
I00292,date of birth,9,High
I00293,address,2,Low
I00294,phone number,4,Medium
I00295,mobile number,1,Low
I00296,contact number,7,Medium
I00297,telephone,6,Medium
I00298,email,9,High
I00299,e-mail,6,Medium
I00300,signature,3,Low
I00301,photo id,2,Low
I00302,identity proof,5,Medium
I00303,id proof,10,High
I00304,national id,9,High
I00305,social security,2,Low
I00306,ssn,2,Low
I00307,personal information,5,Medium
I00308,father's name,8,High
I00309,mother's name,5,Medium
I00310,spouse,10,High
I00311,marital status,4,Medium
I00312,nationality,3,Low
I00313,citizenship,3,Low
I00314,resident,1,Low
I00315,domicile,3,Low
I00316,gender,8,High
I00317,emergency contact,1,Low
I00318,next of kin,7,Medium
I00319,blood group,6,Medium
I00320,biometric,4,Medium
I00321,aadhar,7,Medium
I00322,aadhaar,3,Low
I00323,uid,1,Low
I00324,passport,1,Low
I00325,visa,5,Medium
I00326,voter id,6,Medium
I00327,driving licence,6,Medium
I00328,driver license,9,High
I00329,dl no,10,High
I00330,license number,2,Low
I00331,dob,8,High
I00332,date of birth,1,Low
I00333,address,8,High
I00334,phone number,10,High
I00335,mobile number,8,High
I00336,contact number,9,High
I00337,telephone,5,Medium
I00338,email,9,High
I00339,e-mail,2,Low
I00340,signature,1,Low
I00341,photo id,9,High
I00342,identity proof,9,High
I00343,id proof,5,Medium
I00344,national id,7,Medium
I00345,social security,6,Medium
I00346,ssn,1,Low
I00347,personal information,5,Medium
I00348,father's name,8,High
I00349,mother's name,6,Medium
I00350,spouse,4,Medium
I00351,marital status,1,Low
I00352,nationality,8,High
I00353,citizenship,1,Low
I00354,resident,9,High
I00355,domicile,10,High
I00356,gender,4,Medium
I00357,emergency contact,4,Medium
I00358,next of kin,6,Medium
I00359,blood group,10,High
I00360,biometric,5,Medium
I00361,aadhar,8,High
I00362,aadhaar,1,Low
I00363,uid,8,High
I00364,passport,2,Low
I00365,visa,5,Medium
I00366,voter id,9,High
I00367,driving licence,2,Low
I00368,driver license,10,High
I00369,dl no,7,Medium
I00370,license number,3,Low
I00371,dob,8,High
I00372,date of birth,9,High
I00373,address,8,High
I00374,phone number,6,Medium
I00375,mobile number,2,Low
I00376,contact number,7,Medium
I00377,telephone,5,Medium
I00378,email,9,High
I00379,e-mail,7,Medium
I00380,signature,7,Medium
I00381,photo id,10,High
I00382,identity proof,7,Medium
I00383,id proof,10,High
I00384,national id,3,Low
I00385,social security,2,Low
I00386,ssn,10,High
I00387,personal information,3,Low
I00388,father's name,2,Low
I00389,mother's name,9,High
I00390,spouse,9,High
I00391,marital status,8,High
I00392,nationality,2,Low
I00393,citizenship,9,High
I00394,resident,4,Medium
I00395,domicile,1,Low
I00396,gender,7,Medium
I00397,emergency contact,8,High
I00398,next of kin,3,Low
I00399,blood group,8,High
I00400,biometric,7,Medium
I00401,aadhar,7,Medium
I00402,aadhaar,1,Low
I00403,uid,10,High
I00404,passport,7,Medium
I00405,visa,4,Medium
I00406,voter id,10,High
I00407,driving licence,9,High
I00408,driver license,9,High
I00409,dl no,8,High
I00410,license number,6,Medium
I00411,dob,4,Medium
I00412,date of birth,3,Low
I00413,address,6,Medium
I00414,phone number,10,High
I00415,mobile number,3,Low
I00416,contact number,10,High
I00417,telephone,2,Low
I00418,email,2,Low
I00419,e-mail,10,High
I00420,signature,2,Low
I00421,photo id,10,High
I00422,identity proof,6,Medium
I00423,id proof,8,High
I00424,national id,7,Medium
I00425,social security,4,Medium
I00426,ssn,4,Medium
I00427,personal information,2,Low
I00428,father's name,10,High
I00429,mother's name,10,High
I00430,spouse,10,High
I00431,marital status,8,High
I00432,nationality,10,High
I00433,citizenship,10,High
I00434,resident,10,High
I00435,domicile,10,High
I00436,gender,1,Low
I00437,emergency contact,8,High
I00438,next of kin,7,Medium
I00439,blood group,3,Low
I00440,biometric,1,Low
I00441,aadhar,4,Medium
I00442,aadhaar,6,Medium
I00443,uid,8,High
I00444,passport,2,Low
I00445,visa,8,High
I00446,voter id,8,High
I00447,driving licence,4,Medium
I00448,driver license,4,Medium
I00449,dl no,8,High
I00450,license number,9,High
I00451,dob,6,Medium
I00452,date of birth,9,High
I00453,address,6,Medium
I00454,phone number,7,Medium
I00455,mobile number,9,High
I00456,contact number,1,Low
I00457,telephone,7,Medium
I00458,email,9,High
I00459,e-mail,8,High
I00460,signature,10,High
I00461,photo id,5,Medium
I00462,identity proof,7,Medium
I00463,id proof,1,Low
I00464,national id,6,Medium
I00465,social security,10,High
I00466,ssn,7,Medium
I00467,personal information,5,Medium
I00468,father's name,4,Medium
I00469,mother's name,8,High
I00470,spouse,2,Low
I00471,marital status,9,High
I00472,nationality,3,Low
I00473,citizenship,2,Low
I00474,resident,1,Low
I00475,domicile,2,Low
I00476,gender,5,Medium
I00477,emergency contact,9,High
I00478,next of kin,9,High
I00479,blood group,3,Low
I00480,biometric,6,Medium
I00481,aadhar,10,High
I00482,aadhaar,1,Low
I00483,uid,9,High
I00484,passport,10,High
I00485,visa,2,Low
I00486,voter id,7,Medium
I00487,driving licence,8,High
I00488,driver license,6,Medium
I00489,dl no,8,High
I00490,license number,2,Low
I00491,dob,2,Low
I00492,date of birth,2,Low
I00493,address,4,Medium
I00494,phone number,9,High
I00495,mobile number,2,Low
I00496,contact number,7,Medium
I00497,telephone,1,Low
I00498,email,3,Low
I00499,e-mail,1,Low
I00500,signature,1,Low
I00501,photo id,6,Medium
I00502,identity proof,7,Medium
I00503,id proof,3,Low
I00504,national id,9,High
I00505,social security,3,Low
I00506,ssn,3,Low
I00507,personal information,9,High
I00508,father's name,10,High
I00509,mother's name,8,High
I00510,spouse,7,Medium
I00511,marital status,2,Low
I00512,nationality,2,Low
I00513,citizenship,8,High
I00514,resident,3,Low
I00515,domicile,2,Low
I00516,gender,8,High
I00517,emergency contact,1,Low
I00518,next of kin,5,Medium
I00519,blood group,5,Medium
I00520,biometric,7,Medium
I00521,aadhar,8,High
I00522,aadhaar,10,High
I00523,uid,1,Low
I00524,passport,4,Medium
I00525,visa,10,High
I00526,voter id,10,High
I00527,driving licence,9,High
I00528,driver license,10,High
I00529,dl no,1,Low
I00530,license number,3,Low
I00531,dob,10,High
I00532,date of birth,7,Medium
I00533,address,8,High
I00534,phone number,4,Medium
I00535,mobile number,3,Low
I00536,contact number,4,Medium
I00537,telephone,9,High
I00538,email,9,High
I00539,e-mail,6,Medium
I00540,signature,7,Medium
I00541,photo id,2,Low
I00542,identity proof,1,Low
I00543,id proof,7,Medium
I00544,national id,9,High
I00545,social security,9,High
I00546,ssn,2,Low
I00547,personal information,7,Medium
I00548,father's name,8,High
I00549,mother's name,3,Low
I00550,spouse,9,High
I00551,marital status,4,Medium
I00552,nationality,3,Low
I00553,citizenship,8,High
I00554,resident,3,Low
I00555,domicile,1,Low
I00556,gender,2,Low
I00557,emergency contact,1,Low
I00558,next of kin,9,High
I00559,blood group,3,Low
I00560,biometric,10,High
I00561,aadhar,5,Medium
I00562,aadhaar,3,Low
I00563,uid,5,Medium
I00564,passport,8,High
I00565,visa,1,Low
I00566,voter id,3,Low
I00567,driving licence,2,Low
I00568,driver license,9,High
I00569,dl no,5,Medium
I00570,license number,2,Low
I00571,dob,6,Medium
I00572,date of birth,9,High
I00573,address,2,Low
I00574,phone number,1,Low
I00575,mobile number,3,Low
I00576,contact number,1,Low
I00577,telephone,6,Medium
I00578,email,10,High
I00579,e-mail,10,High
I00580,signature,5,Medium
I00581,photo id,3,Low
I00582,identity proof,8,High
I00583,id proof,2,Low
I00584,national id,1,Low
I00585,social security,7,Medium
I00586,ssn,2,Low
I00587,personal information,10,High
I00588,father's name,8,High
I00589,mother's name,1,Low
I00590,spouse,8,High
I00591,marital status,8,High
I00592,nationality,4,Medium
I00593,citizenship,5,Medium
I00594,resident,3,Low
I00595,domicile,6,Medium
I00596,gender,3,Low
I00597,emergency contact,2,Low
I00598,next of kin,2,Low
I00599,blood group,2,Low
I00600,biometric,3,Low
I00601,aadhar,6,Medium
I00602,aadhaar,1,Low
I00603,uid,6,Medium
I00604,passport,9,High
I00605,visa,3,Low
I00606,voter id,5,Medium
I00607,driving licence,3,Low
I00608,driver license,7,Medium
I00609,dl no,7,Medium
I00610,license number,6,Medium
I00611,dob,9,High
I00612,date of birth,8,High
I00613,address,8,High
I00614,phone number,4,Medium
I00615,mobile number,2,Low
I00616,contact number,1,Low
I00617,telephone,7,Medium
I00618,email,3,Low
I00619,e-mail,1,Low
I00620,signature,8,High
I00621,photo id,1,Low
I00622,identity proof,1,Low
I00623,id proof,10,High
I00624,national id,5,Medium
I00625,social security,8,High
I00626,ssn,10,High
I00627,personal information,7,Medium
I00628,father's name,4,Medium
I00629,mother's name,8,High
I00630,spouse,10,High
I00631,marital status,4,Medium
I00632,nationality,7,Medium
I00633,citizenship,7,Medium
I00634,resident,4,Medium
I00635,domicile,2,Low
I00636,gender,5,Medium
I00637,emergency contact,7,Medium
I00638,next of kin,2,Low
I00639,blood group,9,High
I00640,biometric,9,High
I00641,aadhar,5,Medium
I00642,aadhaar,10,High
I00643,uid,4,Medium
I00644,passport,1,Low
I00645,visa,1,Low
I00646,voter id,7,Medium
I00647,driving licence,4,Medium
I00648,driver license,3,Low
I00649,dl no,6,Medium
I00650,license number,3,Low
I00651,dob,3,Low
I00652,date of birth,9,High
I00653,address,10,High
I00654,phone number,8,High
I00655,mobile number,8,High
I00656,contact number,9,High
I00657,telephone,8,High
I00658,email,2,Low
I00659,e-mail,9,High
I00660,signature,9,High
I00661,photo id,1,Low
I00662,identity proof,10,High
I00663,id proof,3,Low
I00664,national id,3,Low
I00665,social security,10,High
I00666,ssn,4,Medium
I00667,personal information,8,High
I00668,father's name,8,High
I00669,mother's name,8,High
I00670,spouse,2,Low
I00671,marital status,1,Low
I00672,nationality,2,Low
I00673,citizenship,7,Medium
I00674,resident,4,Medium
I00675,domicile,3,Low
I00676,gender,5,Medium
I00677,emergency contact,6,Medium
I00678,next of kin,7,Medium
I00679,blood group,2,Low
I00680,biometric,1,Low
I00681,aadhar,8,High
I00682,aadhaar,4,Medium
I00683,uid,7,Medium
I00684,passport,8,High
I00685,visa,5,Medium
I00686,voter id,6,Medium
I00687,driving licence,10,High
I00688,driver license,2,Low
I00689,dl no,3,Low
I00690,license number,8,High
I00691,dob,9,High
I00692,date of birth,8,High
I00693,address,8,High
I00694,phone number,4,Medium
I00695,mobile number,5,Medium
I00696,contact number,1,Low
I00697,telephone,7,Medium
I00698,email,3,Low
I00699,e-mail,10,High
I00700,signature,9,High
I00701,photo id,10,High
I00702,identity proof,5,Medium
I00703,id proof,9,High
I00704,national id,6,Medium
I00705,social security,4,Medium
I00706,ssn,1,Low
I00707,personal information,3,Low
I00708,father's name,2,Low
I00709,mother's name,10,High
I00710,spouse,9,High
I00711,marital status,4,Medium
I00712,nationality,1,Low
I00713,citizenship,5,Medium
I00714,resident,1,Low
I00715,domicile,4,Medium
I00716,gender,2,Low
I00717,emergency contact,7,Medium
I00718,next of kin,1,Low
I00719,blood group,6,Medium
I00720,biometric,6,Medium
I00721,aadhar,8,High
I00722,aadhaar,4,Medium
I00723,uid,9,High
I00724,passport,1,Low
I00725,visa,3,Low
I00726,voter id,4,Medium
I00727,driving licence,2,Low
I00728,driver license,5,Medium
I00729,dl no,1,Low
I00730,license number,2,Low
I00731,dob,3,Low
I00732,date of birth,6,Medium
I00733,address,1,Low
I00734,phone number,3,Low
I00735,mobile number,10,High
I00736,contact number,10,High
I00737,telephone,10,High
I00738,email,2,Low
I00739,e-mail,3,Low
I00740,signature,1,Low
I00741,photo id,2,Low
I00742,identity proof,9,High
I00743,id proof,10,High
I00744,national id,8,High
I00745,social security,7,Medium
I00746,ssn,4,Medium
I00747,personal information,1,Low
I00748,father's name,2,Low
I00749,mother's name,3,Low
I00750,spouse,9,High
I00751,marital status,1,Low
I00752,nationality,6,Medium
I00753,citizenship,4,Medium
I00754,resident,7,Medium
I00755,domicile,1,Low
I00756,gender,6,Medium
I00757,emergency contact,10,High
I00758,next of kin,5,Medium
I00759,blood group,2,Low
I00760,biometric,8,High
I00761,aadhar,8,High
I00762,aadhaar,7,Medium
I00763,uid,1,Low
I00764,passport,5,Medium
I00765,visa,8,High
I00766,voter id,1,Low
I00767,driving licence,3,Low
I00768,driver license,6,Medium
I00769,dl no,6,Medium
I00770,license number,4,Medium
I00771,dob,9,High
I00772,date of birth,2,Low
I00773,address,3,Low
I00774,phone number,5,Medium
I00775,mobile number,7,Medium
I00776,contact number,3,Low
I00777,telephone,6,Medium
I00778,email,9,High
I00779,e-mail,8,High
I00780,signature,2,Low
I00781,photo id,8,High
I00782,identity proof,5,Medium
I00783,id proof,10,High
I00784,national id,5,Medium
I00785,social security,4,Medium
I00786,ssn,8,High
I00787,personal information,2,Low
I00788,father's name,6,Medium
I00789,mother's name,3,Low
I00790,spouse,3,Low
I00791,marital status,2,Low
I00792,nationality,7,Medium
I00793,citizenship,5,Medium
I00794,resident,4,Medium
I00795,domicile,1,Low
I00796,gender,10,High
I00797,emergency contact,4,Medium
I00798,next of kin,1,Low
I00799,blood group,1,Low
I00800,biometric,2,Low
I00801,aadhar,3,Low
I00802,aadhaar,7,Medium
I00803,uid,10,High
I00804,passport,5,Medium
I00805,visa,1,Low
I00806,voter id,10,High
I00807,driving licence,9,High
I00808,driver license,3,Low
I00809,dl no,9,High
I00810,license number,10,High
I00811,dob,10,High
I00812,date of birth,1,Low
I00813,address,8,High
I00814,phone number,1,Low
I00815,mobile number,1,Low
I00816,contact number,3,Low
I00817,telephone,3,Low
I00818,email,8,High
I00819,e-mail,3,Low
I00820,signature,6,Medium
I00821,photo id,5,Medium
I00822,identity proof,1,Low
I00823,id proof,3,Low
I00824,national id,2,Low
I00825,social security,8,High
I00826,ssn,5,Medium
I00827,personal information,8,High
I00828,father's name,7,Medium
I00829,mother's name,9,High
I00830,spouse,8,High
I00831,marital status,7,Medium
I00832,nationality,6,Medium
I00833,citizenship,5,Medium
I00834,resident,10,High
I00835,domicile,5,Medium
I00836,gender,3,Low
I00837,emergency contact,5,Medium
I00838,next of kin,2,Low
I00839,blood group,2,Low
I00840,biometric,10,High
I00841,aadhar,6,Medium
I00842,aadhaar,7,Medium
I00843,uid,7,Medium
I00844,passport,7,Medium
I00845,visa,9,High
I00846,voter id,8,High
I00847,driving licence,1,Low
I00848,driver license,3,Low
I00849,dl no,4,Medium
I00850,license number,6,Medium
I00851,dob,2,Low
I00852,date of birth,6,Medium
I00853,address,10,High
I00854,phone number,5,Medium
I00855,mobile number,7,Medium
I00856,contact number,4,Medium
I00857,telephone,3,Low
I00858,email,2,Low
I00859,e-mail,10,High
I00860,signature,4,Medium
I00861,photo id,5,Medium
I00862,identity proof,9,High
I00863,id proof,6,Medium
I00864,national id,10,High
I00865,social security,4,Medium
I00866,ssn,4,Medium
I00867,personal information,9,High
I00868,father's name,3,Low
I00869,mother's name,5,Medium
I00870,spouse,5,Medium
I00871,marital status,3,Low
I00872,nationality,7,Medium
I00873,citizenship,2,Low
I00874,resident,7,Medium
I00875,domicile,10,High
I00876,gender,5,Medium
I00877,emergency contact,7,Medium
